Entity,Code,Year,Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Intestinal infectious diseases - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number)
South Africa,ZAF,2012,74841,59024,41661,28093,16571,12372,15129,13119,9617,8693,9429,4635,158,17729,181,6089,58,162,229,5826,3856,5704,60,2099,5712,884,2774,181,68,80
South Africa,ZAF,2013,92083,56385,39658,28110,14087,10081,12720,13316,9893,9161,7782,4877,122,5196,212,6247,62,143,61,7027,6307,5450,57,1979,7521,2249,2241,158,58,45
South Africa,ZAF,2014,74856,57006,32215,22029,13587,11099,12048,13205,9256,7313,7643,4198,225,867,190,4625,83,219,51,6953,3968,5216,74,2077,5822,782,1692,146,65,62
South Africa,ZAF,2015,73474,53796,25866,28774,16455,10978,13930,14596,10523,8874,8904,2409,216,994,145,3519,40,189,72,6624,4851,8209,44,2182,7914,590,1710,195,64,51
South Africa,ZAF,2016,87770,52012,25192,30116,15434,11543,12415,12946,10328,7843,6174,3990,202,580,206,3495,50,157,63,5426,4998,6992,54,1708,7308,1367,1265,167,61,67
South Africa,ZAF,2017,81337,52453,29157,31378,20775,13101,13452,12045,10669,7075,7207,2023,209,442,178,2681,65,187,56,7715,3597,5153,58,2038,11904,680,2722,238,55,59
South Africa,ZAF,2018,78176,52988,25469,30501,19539,12289,13710,12400,8391,7932,6978,3635,174,1295,220,1664,70,182,64,8117,6558,7655,62,1867,7047,678,2235,129,59,75
South Africa,ZAF,2019,63599,58464,19654,28238,19502,13192,14526,12895,9835,6534,10235,4397,119,442,240,1382,65,144,56,10406,3925,7898,55,2935,9344,1555,3890,193,60,64
South Korea,KOR,1990,138451,68074,38406,21291,5599,6413,6269,15421,7204,11073,5052,4411,14041,17176,14747,23989,8784,5222,4227,49,1393,40,1731,567,44,36,60,10501,8129,2550
South Korea,KOR,1991,120260,69805,36852,25803,6050,7405,5517,13103,7616,13852,5967,6418,15625,16382,11125,21892,6915,5830,3352,398,1498,46,2148,422,47,37,58,11661,9496,3552
South Korea,KOR,1992,129582,77077,27007,24825,6029,7170,6601,13025,8284,12489,6666,4497,17911,24448,11477,17782,8841,4875,3053,831,1745,47,1753,427,41,75,39,9572,7912,3187
South Korea,KOR,1993,123699,87867,28324,20971,7920,8044,5658,12943,8820,10180,4942,5071,14909,22424,9651,20884,5061,5097,3371,1286,1722,224,1799,835,55,80,51,9825,10223,2280
South Korea,KOR,1994,136925,73145,27045,24221,7537,8180,5949,13851,5908,11468,6550,4750,17091,19203,6031,14900,6944,5224,3281,1609,2114,449,1364,828,65,32,52,7421,6400,2689
South Korea,KOR,1995,158211,76344,21635,24905,8625,7237,7084,13423,7014,9682,5721,5302,6500,17702,9271,20589,6260,5093,3011,1986,2248,721,1963,657,461,63,55,7468,6889,2323
South Korea,KOR,1996,146255,67400,19794,24181,11245,8456,6239,11808,6767,10103,5752,5717,15063,13734,8062,16348,5756,4177,2750,2585,2504,1057,1269,867,644,32,104,7238,7933,2395
South Korea,KOR,1997,131833,72797,21355,21643,12041,9004,6994,13024,7796,9862,7624,3317,11664,6370,7364,13591,5401,3925,2027,2753,2355,1201,1289,1097,493,220,190,6561,5236,1928
South Korea,KOR,1998,112933,75525,17015,20830,10066,9095,7370,11307,6028,8202,7130,4836,8981,7995,8323,16286,5539,2975,2689,3118,2374,1434,1073,807,681,228,224,8329,4704,1722
South Korea,KOR,1999,108382,79053,23967,27236,13031,9991,7419,13338,7471,9353,7957,4409,7651,6490,5126,16099,5867,2737,1930,4130,2674,1513,1279,1015,1240,325,276,6306,2748,2005
South Korea,KOR,2000,130665,77863,14121,23101,11844,8284,9816,11659,7802,8464,6118,6305,5920,11787,4821,15337,5144,2223,1904,4586,3237,1743,1277,937,1733,256,533,5037,3663,1481
South Korea,KOR,2001,135579,85455,20846,21429,16287,8261,8372,13754,8763,9433,5900,4323,7616,9802,5295,12979,4134,2746,1755,4078,2754,2777,999,1214,2918,623,618,4830,1921,1534
South Korea,KOR,2002,140466,77150,17147,24732,13899,11543,8095,13360,8851,8192,7211,3373,4110,5791,6234,10696,2614,2138,1656,5600,2632,3768,889,1233,2504,182,669,3732,1040,678
South Korea,KOR,2003,119782,86313,20064,23416,17818,10818,8671,11264,7290,8895,5681,3872,5618,6564,4557,10055,1940,1834,1682,5385,2499,2278,677,897,1358,659,746,2901,258,1092
South Korea,KOR,2004,121532,73565,15309,23197,13856,11939,9397,11101,7500,9877,6023,3956,2458,4095,2974,7388,2003,1854,1245,6793,2901,4063,569,945,3323,287,468,2249,30,716
South Korea,KOR,2005,137865,72756,18714,22763,16498,11897,10538,11685,8410,8119,6477,4571,2593,5254,2921,11859,1435,1154,1446,6427,2921,3290,346,1241,3557,684,658,3622,57,696
South Korea,KOR,2006,132226,82592,15698,20916,17060,12165,8756,12053,7995,7615,6461,4554,2030,8120,3351,9648,1983,801,1200,6242,3710,2821,281,1296,7882,352,911,1501,58,729
South Korea,KOR,2007,121037,79304,16273,25034,17929,14106,9482,12541,8676,7650,8494,5180,573,7032,2536,7948,1784,621,924,7470,3592,3784,365,1524,4407,312,1502,1185,61,368
South Korea,KOR,2008,112298,79253,17780,20177,21660,14419,7717,10563,9691,7562,4448,4263,51,4965,2092,7816,544,402,1031,5719,2714,2660,227,1200,2064,746,1931,724,48,299
South Korea,KOR,2009,117038,77746,15830,21861,17188,12703,11072,12322,7863,8123,6610,4315,53,2573,1724,7500,316,282,552,8236,3685,4237,86,2037,1950,960,1535,541,66,142
South Korea,KOR,2010,153078,87040,11648,21378,18969,11662,11099,12620,8251,7092,7031,3264,40,2015,1203,5480,55,49,504,6376,4223,5959,38,2031,4881,706,1376,29,53,55
South Korea,KOR,2011,123870,86344,8744,23300,20307,13555,8943,12624,7440,7696,6778,2583,66,1095,554,7834,54,45,333,9264,3386,5526,59,1347,4911,428,2754,39,49,57
South Korea,KOR,2012,130707,74618,10618,21009,24591,18206,12924,12369,8235,8043,6285,4828,40,1337,65,4200,49,50,208,10511,3574,6200,44,1630,6433,442,2052,51,67,60
South Korea,KOR,2013,126863,85562,10630,27738,26342,16819,11769,11299,8427,7816,5526,3992,51,224,70,5152,29,41,57,9727,3661,6155,57,2216,7735,1466,1946,60,43,43
South Korea,KOR,2014,123454,84841,10334,20574,27001,14305,11224,10744,8204,7042,6843,3383,67,53,42,4797,62,55,53,9758,4319,5922,59,1876,4290,1199,2024,39,63,71
South Korea,KOR,2015,140553,78645,8937,29674,24119,18107,12183,11554,7733,5397,7252,2601,48,69,62,3070,47,46,65,12811,4435,5857,58,1673,9357,1053,1767,57,49,50
South Korea,KOR,2016,126692,78390,7043,22106,27328,17722,12542,12208,8312,7091,8357,2808,26,58,49,3355,46,31,53,9557,4324,4460,52,1317,6434,1908,1948,52,31,48
South Korea,KOR,2017,140173,81254,6527,23968,25861,15196,12468,10637,8835,7246,5349,3430,51,51,51,2317,49,46,57,12578,3222,7286,41,2228,5721,1975,2121,52,50,47
South Korea,KOR,2018,115010,74771,7215,27260,26179,17973,11699,13397,8534,6344,7321,3423,73,71,45,1441,42,42,49,8956,5120,7752,58,1431,10018,2454,1216,42,49,45
South Korea,KOR,2019,124626,81857,4396,25080,26441,17638,13173,12078,7045,8024,5784,3319,40,26,54,676,60,57,48,12595,3937,7495,58,1884,9392,1344,2000,58,60,35
Spain,ESP,1990,132043,80784,8226,17453,5242,7663,5174,14196,6996,11569,5729,4708,5212,72,3372,21209,10151,1714,3585,68,1345,42,1777,421,32,23,55,2308,7035,2822
Spain,ESP,1991,168834,94282,7066,23967,7786,7966,5324,14518,6211,11282,6117,2875,3192,57,3153,17334,6958,1231,3590,492,1189,41,2138,497,65,23,46,2280,9197,3436
Spain,ESP,1992,156957,100741,7735,27051,9047,5541,5533,12622,6946,12379,6387,3178,4155,23,2982,15472,7683,1099,3211,1174,1533,46,1651,492,36,23,53,1971,6813,2775
Spain,ESP,1993,151196,73183,8186,21904,8985,6987,5210,12658,7408,8345,5937,4032,3068,56,2398,14449,9186,1111,2411,1416,1771,215,1618,703,61,57,36,2029,9052,2869
Spain,ESP,1994,158609,65788,6344,18300,11753,8246,5913,13186,7386,10962,5773,5152,2745,36,2272,15831,7008,626,2642,2044,1570,459,1513,666,33,133,23,2909,7271,2297
Spain,ESP,1995,159045,100324,6204,21815,11362,9259,5941,12086,7703,7752,6059,3568,4045,38,1887,14445,7226,870,2490,2287,1895,730,1641,558,144,67,50,1669,5951,2056
Spain,ESP,1996,138966,100184,6865,22380,11477,9771,5446,12605,5720,7646,5098,3156,3956,31,2210,14442,6557,908,2275,2483,1987,1383,1370,744,794,40,75,1541,6170,2275
Spain,ESP,1997,164354,88925,4733,21937,12260,9062,5335,14096,7126,9425,4547,3710,3476,52,1962,12231,6422,889,2484,3142,1988,1514,1194,639,992,143,204,1579,3967,1813
Spain,ESP,1998,182911,86812,6825,17641,14272,11124,6475,12137,6530,8248,5947,3998,1789,42,1719,16409,5711,788,2843,4236,1814,1807,564,931,510,329,263,984,4596,1290
Spain,ESP,1999,141356,96322,5646,23017,13146,12432,6458,9869,6473,7420,3723,2889,2412,15,2336,16757,4011,823,1787,3708,2224,1562,973,1047,1587,235,437,1430,3916,1636
Spain,ESP,2000,161422,99001,4150,18012,13600,15442,7658,10257,6774,7978,4384,3286,2199,17,1273,11707,3052,761,1874,5827,2445,1265,940,653,1336,117,678,1794,2336,1178
Spain,ESP,2001,148584,95843,5976,21752,19363,11613,6354,11409,6952,7588,3686,3787,2128,18,1705,10919,3287,730,2019,6161,2019,1929,653,1056,1535,202,584,1108,1537,1258
Spain,ESP,2002,163648,88220,4518,22874,18338,15562,7593,10179,8105,9016,6339,3536,1643,30,1639,11273,2310,606,1552,6315,2508,2003,905,1046,1077,164,581,1266,706,1181
Spain,ESP,2003,153865,91157,6359,23074,17539,12831,8196,11655,8047,6003,5463,3264,1430,30,1381,8778,2751,370,1533,6811,2407,3051,623,1294,2245,188,802,1328,241,993
Spain,ESP,2004,169267,79660,5301,15996,17881,14805,9112,10767,8357,6193,5185,4258,1192,14,962,10856,1893,279,1124,7568,2196,2375,553,1343,2232,509,1100,776,42,977
Spain,ESP,2005,154005,99556,4829,23569,21566,13133,8131,11839,6554,8913,6032,3698,619,26,723,9790,1478,418,1018,7939,2262,2884,537,1257,3823,763,557,744,53,911
Spain,ESP,2006,161030,102816,5346,23055,17248,16405,8269,11692,7403,6614,5678,3430,518,23,996,8510,1809,220,1012,7749,2874,3774,413,1217,4610,258,1354,631,71,622
Spain,ESP,2007,165177,88391,3974,23701,22259,14427,8480,10163,7816,7065,4622,3257,170,8,954,10339,1171,228,1002,8601,2805,4285,290,1329,2985,1306,1576,442,39,375
Spain,ESP,2008,160491,98077,4149,18099,20011,18618,7419,10825,8352,6910,5688,4053,13,11,420,4624,972,153,787,9095,3062,3772,178,1515,2092,305,1403,332,44,306
Spain,ESP,2009,107154,89008,3947,26139,24530,15862,8391,12731,8018,7237,5806,3480,19,10,394,7566,338,62,669,9589,3325,4611,90,1550,3504,812,870,147,59,128
Spain,ESP,2010,149588,103285,4115,20460,25384,14873,11384,10836,6500,6735,4944,2405,17,7,223,7142,52,14,498,9741,3335,5092,41,1411,1880,352,1864,15,28,41
Spain,ESP,2011,152866,83771,2637,19733,22769,20215,10458,10174,6496,6752,5658,3617,16,4,127,5325,34,15,277,8723,2938,5209,42,1523,5072,376,818,15,35,32
Spain,ESP,2012,147737,89012,2931,19237,24247,17481,8452,9941,7725,7395,7879,3811,10,2,13,5388,45,15,219,10227,3565,6245,41,1439,2201,1068,1287,15,52,51
Spain,ESP,2013,145529,94753,2904,21635,29681,20491,9503,10866,6575,5282,5247,2596,13,0,12,4388,57,12,48,9796,3593,6153,50,2018,4517,2283,1586,10,40,33
Spain,ESP,2014,150829,94540,2736,19238,26744,15162,9491,10866,7088,5902,4717,2435,16,0,13,4521,74,17,43,12866,3814,5048,47,1645,5732,446,1634,14,32,45
Spain,ESP,2015,140119,100379,2667,20267,27821,20402,10825,9505,7371,6294,7207,2545,10,0,15,2943,43,12,41,12048,3026,5635,58,1110,4189,471,1591,16,49,43
Spain,ESP,2016,146994,83676,2590,24142,27180,18287,10416,9201,6828,7015,6736,2874,16,0,15,3160,47,14,48,12297,3215,6552,56,2024,2840,2156,1747,12,39,42
Spain,ESP,2017,138261,94374,2646,20793,25715,22392,10148,11402,7116,6529,5621,3484,15,0,19,2365,45,12,42,13235,4272,5702,41,1642,4680,517,1951,9,43,36
Spain,ESP,2018,165980,93687,2055,18807,29956,19370,13313,10338,7688,5925,5401,3595,17,0,16,1959,65,16,50,13100,3715,6554,40,1655,8041,1723,1905,15,42,45
Spain,ESP,2019,154206,83927,1731,20937,35692,17882,11367,9959,7760,4952,6135,2435,14,0,13,1055,52,13,46,12477,3831,5099,44,2067,3006,1307,2629,17,56,49
Sudan,SDN,1990,50033,42664,73078,20657,2559,3550,5017,12610,4996,8064,4451,8218,44002,201467,30437,15643,5996,12421,3193,27,1349,48,1741,378,215,21,52,22319,10134,1991
Sudan,SDN,1991,67193,38708,79304,19632,2926,3495,5261,9747,6809,7331,5202,7569,31458,190286,28910,16090,8129,9935,3143,199,1527,41,1618,568,598,26,61,23874,4944,2143
Sudan,SDN,1992,61425,38064,72487,22893,3764,3784,5146,10648,5555,8856,5194,6980,28306,197089,26830,11377,6679,13220,2702,372,1765,32,2151,534,434,39,21,17151,8567,1848
Sudan,SDN,1993,64682,35726,60889,21714,3662,2764,5190,12568,6275,8471,4491,8381,26892,98362,23474,17307,3995,11198,2969,635,1410,235,1473,729,563,67,31,23615,5208,2063
Sudan,SDN,1994,55697,34598,59296,20966,4566,3796,5236,10781,6394,9802,4948,8483,51979,180347,24920,12219,7089,11027,2658,1078,1534,414,1283,546,215,39,30,19446,3980,2254
Sudan,SDN,1995,66630,36464,63075,19586,4621,2783,5407,11581,6677,6535,4356,7899,44634,127774,20567,11625,4833,9796,2399,984,2108,705,1326,514,1663,102,71,14748,4813,1737
Sudan,SDN,1996,67354,35863,54698,16192,5416,4631,5757,12098,6139,8956,3999,6873,28057,131096,16601,13120,4385,7814,2077,1473,1516,888,1244,395,2551,40,126,15415,5469,1978
Sudan,SDN,1997,71991,42593,71142,18710,5420,4463,5414,10293,6084,8550,4902,9488,25336,83510,20662,13801,4775,7889,2092,1486,1670,785,1168,731,8568,171,191,25122,4458,1335
Sudan,SDN,1998,67452,40065,53417,21839,5373,4070,6380,11979,5423,6981,5150,8076,18446,184385,19283,12132,5098,8646,1935,1752,1887,1768,1168,948,10959,119,329,7740,3343,1794
Sudan,SDN,1999,55427,34470,47175,21682,5661,5647,5560,11620,5574,8906,5260,7588,15918,108129,18645,9927,5311,4593,1422,1918,1798,1898,938,921,11524,224,251,13144,3658,1222
Sudan,SDN,2000,65417,36713,57102,16099,7721,5199,6724,11491,6599,7001,5644,6754,25849,109317,19405,12477,3473,5681,1824,2082,2063,1374,908,555,26595,178,397,15000,2843,1502
Sudan,SDN,2001,66723,40604,43831,19744,8044,4779,7008,9302,4452,8348,5039,6887,19502,80393,18407,8699,3646,7183,1582,2164,2371,1538,712,1022,22428,312,524,12812,1356,971
Sudan,SDN,2002,60626,43232,42856,18358,8288,5230,7083,10174,6554,5775,2907,9000,13814,189633,14092,10694,2329,5075,1298,2522,1841,2112,520,957,14477,212,816,12924,966,1074
Sudan,SDN,2003,64628,35725,42623,17350,7947,6155,8131,9528,6208,4720,5634,5399,6086,110328,12124,7682,1234,4748,1350,2644,2643,2447,526,699,24767,380,634,9366,270,863
Sudan,SDN,2004,77186,41844,46772,17580,7609,5393,7982,10091,6962,6349,6125,6984,8892,113443,11781,7741,2285,4023,1100,3350,2305,3028,437,863,22266,627,559,7497,53,801
Sudan,SDN,2005,63532,36280,40888,17166,8351,6575,7486,11424,6482,5385,4532,5456,9516,100247,9527,9202,2175,3039,1002,2898,2393,2973,484,984,22278,215,715,6067,50,655
Sudan,SDN,2006,57639,40540,30208,21598,8126,5504,7161,11060,6232,6250,4850,5591,4031,76825,10181,8967,1052,2533,1067,3059,2535,3466,269,888,18271,1014,473,4552,41,593
Sudan,SDN,2007,68064,40885,35376,22973,8253,6732,7353,9802,6491,6784,4776,7162,1633,31585,6225,6267,1288,2277,795,3440,2682,4255,308,1366,27560,258,1062,3131,45,492
Sudan,SDN,2008,64941,40944,31366,21421,10064,6816,8294,9961,7394,6014,5292,6094,93,34898,6830,6096,665,907,646,4297,2316,5236,254,1109,17357,721,1463,2870,40,266
Sudan,SDN,2009,72150,39660,32166,19877,9794,7761,9269,10511,6342,6601,5552,6786,92,33652,3770,5297,391,718,626,3904,2376,3097,100,1002,34316,841,817,840,52,114
Sudan,SDN,2010,71958,41569,37468,21943,7965,6113,8605,9542,5967,6182,4744,7013,122,42724,2298,5700,51,140,421,3599,2776,5612,46,1305,28244,322,1748,108,38,57
Sudan,SDN,2011,61883,40941,27401,20608,9221,8816,8589,10491,8284,7082,6521,6892,132,26664,1538,4206,43,147,223,4413,2744,3443,34,1724,35358,873,2602,91,38,47
Sudan,SDN,2012,56888,42714,27537,19436,10751,7773,8865,9276,6199,6000,6475,4678,145,12253,189,4307,49,132,181,4937,3221,6023,49,1090,67832,1023,1449,108,44,52
Sudan,SDN,2013,66099,42503,27270,18924,11431,8187,8917,7606,6881,6237,5891,5731,164,2495,113,3589,50,135,36,5137,3051,3272,45,1305,52197,1015,2003,146,35,47
Sudan,SDN,2014,75858,39083,20170,18666,12807,7711,7106,8553,6351,6662,4898,5930,151,644,101,3450,38,140,44,5131,3915,4640,51,1283,37543,408,1157,98,48,38
Sudan,SDN,2015,65060,39765,19833,20925,13245,8424,9433,9941,7533,6474,5920,5402,90,845,118,3184,39,135,48,4633,3676,3987,41,1427,57419,826,1833,161,33,38
Sudan,SDN,2016,58546,36526,25088,18296,12754,8398,10607,10412,7721,5318,5644,4920,112,322,173,2764,40,141,49,5583,3353,6999,40,1882,30240,1078,2028,129,46,37
Sudan,SDN,2017,67557,33838,16066,20005,13724,7797,9882,10618,6660,5712,5432,5489,181,528,154,2227,47,172,41,6045,4593,4286,42,2056,42794,1490,1622,95,29,42
Sudan,SDN,2018,63813,40484,16875,20147,13380,8502,10031,10174,8687,5334,5439,4182,108,684,146,1671,47,87,43,5976,3437,5710,34,2341,31524,583,3042,164,36,39
Sudan,SDN,2019,63282,39189,17689,20149,13737,6684,10057,9696,5903,7031,5270,5053,134,623,103,867,56,161,45,7020,4591,5024,38,1429,29382,1080,1409,149,55,39
Sweden,SWE,1990,33839,19823,2257,3864,1527,1600,1184,2959,1643,2311,1306,926,937,10,707,3490,1633,300,588,15,289,10,386,93,14,35,13,660,2431,669
Sweden,SWE,1991,34349,19179,1315,4797,1830,1751,1204,2818,1939,1189,878,458,643,14,596,3916,1438,246,772,98,359,12,387,92,12,15,11,551,1701,716
Sweden,SWE,1992,34012,19125,1526,4111,1599,1987,943,2591,1682,2445,859,703,1148,12,542,3473,1838,324,689,204,381,7,415,92,8,12,9,414,2197,393
Sweden,SWE,1993,32849,21432,1365,4739,2069,1861,1274,2697,1612,1958,1188,916,931,10,496,2960,1263,267,710,304,328,72,317,129,5,5,11,665,1815,485
Sweden,SWE,1994,30390,19381,1635,4847,2246,1793,1297,2835,1570,2035,1440,821,730,5,667,3241,1091,228,714,453,341,84,333,153,21,5,7,443,1413,489
Sweden,SWE,1995,35910,19633,1200,4660,2533,1977,1228,2959,1460,1968,1171,917,933,13,526,3014,1660,230,483,612,430,201,402,147,25,5,15,488,947,467
Sweden,SWE,1996,36424,19502,1249,4057,2360,2031,1328,2892,1296,1856,1510,686,469,9,559,3115,1422,244,453,584,418,195,324,157,139,5,11,486,1254,402
Sweden,SWE,1997,29348,21274,1375,4479,2503,1955,1259,2536,1335,1485,1402,453,730,9,659,3099,858,224,444,880,381,246,300,154,77,16,37,444,720,393
Sweden,SWE,1998,31950,20091,1477,4490,2793,2848,1421,2690,1609,2333,1365,862,473,7,468,3254,836,186,541,904,542,239,249,178,103,42,65,304,581,378
Sweden,SWE,1999,31416,21593,1236,5017,2999,2359,1553,2721,1404,1977,1227,1008,471,6,541,3023,850,167,404,810,393,293,224,168,359,96,131,169,631,275
Sweden,SWE,2000,29139,19977,1459,4673,3558,2626,1374,2572,1699,1814,1173,704,586,4,414,3284,611,155,381,1072,362,320,236,196,154,25,164,294,586,254
Sweden,SWE,2001,33664,19115,1135,4630,3609,2912,1575,2436,1576,2081,1183,837,303,2,306,2206,762,149,395,1158,578,409,200,228,180,30,152,292,481,297
Sweden,SWE,2002,32729,18714,1176,4341,3380,3127,1567,2496,2014,1453,1482,1051,342,5,378,2650,684,115,354,1366,473,403,195,201,706,62,101,328,184,264
Sweden,SWE,2003,28271,19681,942,5087,3523,2768,1886,2679,1574,2025,1426,672,345,5,320,2400,803,124,315,1720,360,532,101,279,532,41,182,126,56,177
Sweden,SWE,2004,29721,22591,870,5123,3906,3027,2022,2118,1770,1523,1160,538,200,6,229,2116,503,109,298,1551,452,845,111,278,268,122,107,163,7,171
Sweden,SWE,2005,30126,20337,1074,3936,4056,2906,1691,2211,1846,1647,1324,876,189,3,226,1425,398,72,242,1354,741,642,83,257,283,51,257,162,11,176
Sweden,SWE,2006,28096,20332,958,4137,4830,3834,2068,2654,1602,1636,1325,675,121,4,234,1887,202,55,301,1642,661,679,99,302,720,331,202,88,14,168
Sweden,SWE,2007,40572,23849,862,4552,4270,2869,2056,2562,1476,1724,1171,810,44,3,139,1558,247,61,168,1767,824,647,62,283,772,61,360,46,11,63
Sweden,SWE,2008,35325,19977,965,4555,5714,4590,1781,2412,1678,1688,1307,835,2,2,179,1786,172,25,175,2088,768,750,50,269,767,66,157,69,12,53
Sweden,SWE,2009,32656,20072,832,4965,5346,3367,1750,2038,1325,1455,1649,860,2,2,93,1638,89,18,139,2273,716,1046,24,323,386,72,384,35,10,31
Sweden,SWE,2010,29964,20585,941,4895,5337,3519,2157,2463,1736,1560,1376,998,3,1,52,1447,9,2,93,2763,745,1101,11,351,1210,140,334,3,10,10
Sweden,SWE,2011,34313,19701,603,4539,5295,3127,2121,2483,1809,1796,1489,430,3,1,32,1369,7,2,66,2331,632,1101,11,283,486,223,321,3,10,10
Sweden,SWE,2012,33243,20503,689,4222,6339,3962,2178,2527,1775,1472,1478,509,4,0,3,1251,11,2,40,2397,744,794,10,330,1619,439,399,2,10,10
Sweden,SWE,2013,35377,22741,669,5019,6157,4191,2277,2605,1764,1601,1551,589,4,0,3,904,8,3,11,2984,735,1416,11,316,1041,345,377,2,11,10
Sweden,SWE,2014,29690,21354,648,4771,5029,4297,2363,2309,1582,1508,1563,671,2,0,2,636,12,3,9,2199,844,1182,8,379,1137,104,475,3,9,9
Sweden,SWE,2015,35547,22362,518,5111,5506,4558,1914,1932,1768,1356,1418,677,1,0,3,723,10,3,11,3104,889,965,9,305,1049,262,564,2,10,9
Sweden,SWE,2016,39670,19279,468,4918,6130,4371,2728,2218,1914,1492,1855,477,1,0,3,881,10,3,10,2874,739,1171,10,308,927,366,479,2,8,10
Sweden,SWE,2017,30770,22538,373,5370,6147,3738,2436,2154,2001,1172,1387,337,3,0,4,511,9,3,12,3161,906,1428,11,460,2175,113,574,3,9,9
Sweden,SWE,2018,29424,21833,407,5319,7234,4294,2478,2236,1632,1296,1200,536,3,0,2,385,13,2,9,3088,1133,1798,10,376,1051,312,382,3,7,9
Sweden,SWE,2019,34621,17654,293,4786,6147,5585,2673,2023,1550,1167,1544,660,4,0,3,256,9,2,11,2714,780,844,12,371,2825,192,396,3,12,11
Switzerland,CHE,1990,29051,15955,1261,2939,1123,1660,905,2001,1435,2516,881,577,728,9,580,3118,1450,260,642,11,276,7,315,75,4,4,5,405,1026,602
Switzerland,CHE,1991,28711,18926,1433,3259,1373,1511,898,2203,1431,1668,1011,718,970,11,615,3030,836,206,464,74,287,10,258,75,9,21,4,501,1350,532
Switzerland,CHE,1992,31444,16045,1586,4106,1582,1557,953,2465,1218,1900,643,870,1213,6,441,3301,1439,258,615,188,237,8,216,102,15,11,9,411,1285,595
Switzerland,CHE,1993,27568,16463,1350,3561,1625,1765,981,2239,1397,1700,1045,752,583,9,321,2582,1493,174,518,273,271,40,316,111,16,10,10,483,1170,426
Switzerland,CHE,1994,28921,17687,1316,3759,1319,1616,1082,2293,1481,1613,1028,680,703,7,384,3182,1220,200,571,334,374,55,297,143,6,4,10,379,1501,372
Switzerland,CHE,1995,30262,18069,1030,3421,2037,2154,1059,2545,1226,1422,915,385,821,5,515,2180,1115,190,484,443,442,122,259,106,21,8,7,252,704,361
Switzerland,CHE,1996,25016,15611,1241,4207,1974,1545,1069,2484,1180,1777,1183,919,709,7,314,2516,570,153,469,514,401,172,203,150,64,13,15,332,1064,301
Switzerland,CHE,1997,28930,16923,1089,4146,2660,2115,983,1673,1108,1643,870,766,555,6,463,2654,947,133,417,702,314,215,238,124,229,28,45,354,1038,272
Switzerland,CHE,1998,32643,17195,1089,3971,2344,1764,1073,2042,1145,1477,1254,723,390,6,423,2173,1100,149,388,649,445,242,236,135,116,12,31,323,657,332
Switzerland,CHE,1999,31076,18127,1090,4145,2664,2240,1221,2314,1130,2023,847,899,489,7,479,2169,831,88,336,840,452,345,149,136,190,17,83,145,493,282
Switzerland,CHE,2000,32964,15044,1010,3823,2140,2100,1203,2014,1598,1336,961,613,416,4,453,1701,688,124,355,942,431,399,143,190,383,49,107,264,338,275
Switzerland,CHE,2001,31922,15920,884,3838,2715,2296,1239,2110,1463,1444,1119,808,256,7,319,1798,582,85,328,1021,312,430,119,204,150,26,106,331,244,259
Switzerland,CHE,2002,27601,17525,875,3890,3141,2726,1583,2073,1470,1658,1179,976,199,5,259,1767,524,114,313,1061,581,353,108,187,172,55,147,117,155,183
Switzerland,CHE,2003,29683,16438,926,3788,3435,2323,1261,2062,1427,1335,1116,496,165,2,267,1342,484,89,294,1185,556,469,144,162,532,34,177,224,51,166
